Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shukla Pharmacy - upto 15% OFF on all medicine and free home delivery in Powai,"Shop 4, Ashirwad, Padmavati Devi Marg, IIT Market, Chaitanya Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",Shop 4,"Ashirwad, Padmavati Devi Marg","Pharmacy,Blood testing service,Convenience store,Medical supply store,Pathologist,Vitamin & supplements store",072729 18484,"072729 18484, +91 72729 18484",YES,26,4.8,https://search.google.com/local/reviews?placeid=ChIJaS9v08rH5zsRykkuy4OBmOk&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16832346010346736074,19.1243337,72.919247,https://shorturl.at/bqw58,shorturl.at,"Sunday:[9 am–2 pm], Monday:[9 am–11 pm], Tuesday:[9 am–11 pm], Wednesday:[9 am–11 pm], Thursday:[9 am–11 pm], Friday:[9 am–11 pm], Saturday:[9 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOjCS-1hMI3kAUIug7jK8phQhYc3GRjeMQnlj9i=w122-h92-k-no,1.68E+19,ChIJaS9v08rH5zsRykkuy4OBmOk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All India Medical Stores,"Coronation Building, VP Rd, Charni Road East, Mumbai, Maharashtra 400004",Coronation Building,VP Rd,Pharmacy,098198 49139,"098198 49139, +91 98198 49139",YES,10,4.4,https://search.google.com/local/reviews?placeid=ChIJk0GykRfO5zsRr0ZPr4yMFRQ&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1447217391134000815,18.95449,72.8258189,,,"Sunday:[8 am–1 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipP1WIToStOnMdiTNGFUm8jurSdj3s19UrV8rtCS=w80-h106-k-no,1.45E+18,ChIJk0GykRfO5zsRr0ZPr4yMFRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Gajanan Medical Stores,"Alankar, Shop no 5&6, Sulochana Sheti Marg, Sion West,, opp Mata Lachmi Park, Mumbai, Maharashtra 400022","Alankar, Shop no 5&6, Sulochana Sheti Marg, Sion West,",opp Mata Lachmi Park,"Pharmacy,Medical equipment supplier,Surgical supply store",022 2407 3737,"022 2407 3737, +91 22 2407 3737",YES,55,4.6,https://search.google.com/local/reviews?placeid=ChIJO-X_8CzP5zsRr7Int67ZsJ4&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11434878798314058415,19.035032,72.859489,http://www.facebook.com/sgmssion,facebook.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipObgPdDjOl0Chhx6ZWFlE5JaigxnLIVRePzc-h3=w80-h106-k-no,1.14E+19,ChIJO-X_8CzP5zsRr7Int67ZsJ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARE AND WELLNESS MEDICAL AND SUPER STORE,"SHOP NO.24, VIJAY BUILDING 1, KURLA-ANDHERI ROAD, KURLA WEST, Saki Naka, Mumbai, Maharashtra 400072","SHOP NO.24, VIJAY BUILDING 1, KURLA-ANDHERI ROAD",KURLA WEST,Pharmacy,w36vZqKfGeKhseMPtqydEQ,,YES,105,5,https://search.google.com/local/reviews?placeid=ChIJtf_B4rvJ5zsR-xdaqa0jAGw&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7782259384873785339,19.1009054,72.884182,,,"Sunday:[8:30 am–1 am], Monday:[8:30 am–1 am], Tuesday:[8:30 am–1 am], Wednesday:[8:30 am–1 am], Thursday:[8:30 am–1 am], Friday:[8:30 am–1 am], Saturday:[8:30 am–1 am]",https://lh5.googleusercontent.com/p/AF1QipPI5fpZoIJwO-dR8lMh2F_arMjDYSzql6_ovllL=w152-h92-k-no,7.78E+18,ChIJtf_B4rvJ5zsR-xdaqa0jAGw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Wellness Medical Store,"Shop No.1, Acropolis Complex, Military Rd, Sankara Nagar, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",Shop No.1,Acropolis Complex,Pharmacy,075068 23171,"075068 23171, +91 75068 23171",YES,311,4.7,https://search.google.com/local/reviews?placeid=ChIJ6ZDd-xDI5zsRV2o2e9a0sJ0&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11362780693138926167,19.1175658,72.8835928,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN-8k7dvMTGpXzg5fYC53ChTLaIxv9XgkRZf3bX=w122-h92-k-no,1.14E+19,ChIJ6ZDd-xDI5zsRV2o2e9a0sJ0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Medical & General Stores,"Shop No.B7, Sidh Mehal Building, Belgrami Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070",Shop No.B7,Sidh Mehal Building,Pharmacy,098191 15649,"098191 15649, +91 98191 15649",YES,175,5,https://search.google.com/local/reviews?placeid=ChIJ9Z2Y0ZTI5zsR7bagnqsJeWo&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7672174072907740909,19.0658853,72.87524,,,"Sunday:[9 am–12 am], Monday:[9 am–12 am], Tuesday:[9 am–12 am], Wednesday:[9 am–12 am], Thursday:[9 am–12 am], Friday:[9 am–12 am], Saturday:[9 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipNR7-vvnkY13FTfSqS79TOAtkA85gSoSnmoSUJN=w122-h92-k-no,7.67E+18,ChIJ9Z2Y0ZTI5zsR7bagnqsJeWo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL - HUDA MEDICAL (24/7) Day & Night,"Shop no 207, Plot no 3, near Zaika hotel, G Block BKC, Patthar Nagar, Bharat Nagar, Bandra East, Mumbai, Maharashtra 400051",Shop no 207,Plot no 3,"Pharmacy,Blood testing service,Diagnostic center,General store",099671 32985,"099671 32985, +91 99671 32985",YES,6,5,https://search.google.com/local/reviews?placeid=ChIJV_UZOajJ5zsReGGHzwOgi2U&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7317117957820604792,19.0627621,72.8565682,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipN8ar2ovUxF9xiczGhBumRBf8js0SpC1OF3pPtH=w122-h92-k-no,7.32E+18,ChIJV_UZOajJ5zsReGGHzwOgi2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTH PLUS PHARMACY & MINI-MART Kurla bandra complex (BKC),"Bandra Kurla Complex, Kurla, Mumbai, Maharashtra 400070","Bandra Kurla Complex, Kurla","Mumbai, Maharashtra 400070","Medical supply store,Herbal medicine store,Pharmacy",082910 04752,"082910 04752, +91 82910 04752",YES,33,5,https://search.google.com/local/reviews?placeid=ChIJvyWDMYvJ5zsRCdQamfF65mo&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7702979390738191369,19.0706799,72.8739971,,,"Sunday:[10:30 am–1 am], Monday:[10:30 am–1 am], Tuesday:[10:30 am–1 am], Wednesday:[10:30 am–1 am], Thursday:[10:30 am–1 am], Friday:[10:30 am–1 am], Saturday:[10:30 am–1 am]",https://lh5.googleusercontent.com/p/AF1QipNZJykkD3kJwqBOp_l0z5SjMp8DCiP0QBHe9LqF=w122-h92-k-no,7.70E+18,ChIJvyWDMYvJ5zsRCdQamfF65mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal medical store,"80-A,pipe road kurla west mumbai 400070, Mumbai, Maharashtra 400070","80-A,pipe road kurla west mumbai 400070","Mumbai, Maharashtra 400070",Pharmacy,098672 34789,"098672 34789, +91 98672 34789",NO,4,4.8,https://search.google.com/local/reviews?placeid=ChIJW9biC47I5zsRNLedAkNDQgI&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=162766491624519476,19.075027,72.881407,,,"Sunday:[10 am–10 pm], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm], Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNCdMTUtRs-xUqpwvhif8FDg93Ihaiolcu6LgVI=w80-h106-k-no,1.63E+17,ChIJW9biC47I5zsRNLedAkNDQgI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivkrupa Medical,"72, Lallubhai Shamaldas Rd, Bharucha Baug, Parsi Colony, Andheri West, Mumbai, Maharashtra 400058","72, Lallubhai Shamaldas Rd","Bharucha Baug, Parsi Colony, Andheri West",Pharmacy,022 2620 6474,"022 2620 6474, +91 22 2620 6474",NO,12,4.3,https://search.google.com/local/reviews?placeid=ChIJwY_C-M7J5zsRVw_S5wau4mo&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7701909657439309655,19.1134019,72.8429409,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hg43bN7rwj3Lr38IAaqq3Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=51.584618&pitch=0&thumbfov=100,7.70E+18,ChIJwY_C-M7J5zsRVw_S5wau4mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMMPA Day And Night medical Stores,"2R2R+XHH, Ground floor, EMS. Main building, K.E.M. Hospital, Parel, Mumbai, Maharashtra 400012",2R2R+XHH,"Ground floor, EMS. Main building, K.E.M. Hospital",Pharmacy,022 2416 6339,"022 2416 6339, +91 22 2416 6339",NO,9,4.7,https://search.google.com/local/reviews?placeid=ChIJyymLPuXO5zsR6wqsVxPKr4s&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10065485876620430059,19.0024254,72.8414878,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMGZurJsW6B6RK4Q0A5p9Ju1Sq33NF8lqR4aO7W=w163-h92-k-no,1.01E+19,ChIJyymLPuXO5zsR6wqsVxPKr4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.medical Bandra West Mumbai 50,"Shop No: 4, Shahina Co-operative Housing Society Near Pali Market, Pali Mala Road Bandra west, Pali Hill, Mumbai, Maharashtra 400050","Shop No: 4, Shahina Co-operative Housing Society Near Pali Market, Pali Mala Road Bandra west",Pali Hill,Pharmacy,022 2640 1506,"022 2640 1506, +91 22 2640 1506",YES,7,2.7,https://search.google.com/local/reviews?placeid=ChIJXe-6sBTJ5zsRGHyJYrfvKW4&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7938139389128440856,19.0626133,72.8279481,,,"Sunday:[8:30 am–2 am], Monday:[8:30 am–10 pm], Tuesday:[8:30 am–10 pm], Wednesday:[8:30 am–10 pm], Thursday:[8:30 am–10 pm], Friday:[8:30 am–10 pm], Saturday:[8:30 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNLxHfP2wmKJlY97VYGkHV3LJ02_uMd00aohq0g=w80-h142-k-no,7.94E+18,ChIJXe-6sBTJ5zsRGHyJYrfvKW4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharastra medical,"Vinoba Bhave Nagar, Kurla West,, 2, Vinobha Bhave Nagar, Kurla West, Mumbai, Maharashtra 400070","Vinoba Bhave Nagar, Kurla West,",2,Pharmacy,098216 15552,"098216 15552, +91 98216 15552",YES,13,4.6,https://search.google.com/local/reviews?placeid=ChIJAQAAsJHI5zsRZ2NNzcMqtzg&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4086782207313404775,19.0715494,72.883827,,,"Sunday:[9:30 am–12 am], Monday:[9:30 am–12 am], Tuesday:[9:30 am–12 am], Wednesday:[9:30 am–12 am], Thursday:[9:30 am–12 am], Friday:[9:30 am–12 am], Saturday:[9:30 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipOK2xndckPjuiY85hJo4n1qeKh3alJjXOSDPgDc=w163-h92-k-no,4.09E+18,ChIJAQAAsJHI5zsRZ2NNzcMqtzg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajguru Chemist - Best Generic Medical Store,"Shop No.2, Trimurati coporation, Near Zynova Shalby Hospital Ghatkopar(w, Maharashtra 400086","Shop No.2, Trimurati coporation, Near Zynova Shalby Hospital Ghatkopar(w",Maharashtra 400086,Pharmacy,070205 16380,"070205 16380, +91 70205 16380",YES,51,4.4,https://search.google.com/local/reviews?placeid=ChIJc2VpI9PH5zsRnD6VFu7BuvQ&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17634620519247855260,19.0888359,72.906776,,,"Sunday:[10 am–12 am], Monday:[10 am–12 am], Tuesday:[10 am–12 am], Wednesday:[10 am–12 am], Thursday:[10 am–12 am], Friday:[10 am–12 am], Saturday:[10 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipNXrsP_1q_GCei74cVoNxPJBQATETURIXvWtYJ9=w122-h92-k-no,1.76E+19,ChIJc2VpI9PH5zsRnD6VFu7BuvQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY TIME MEDICAL LLP & SUPER MARKET,"Shop no. 03 Shepherd Royal Azad, New Link Rd, opp. Shree ganesh tower, Laxmi Nagar, Goregaon West, Mumbai, Maharashtra 400104",Shop no. 03 Shepherd Royal Azad,New Link Rd,"Pharmacy,Supermarket,Surgical supply store",091670 78587,"091670 78587, +91 91670 78587",YES,57,3.9,https://search.google.com/local/reviews?placeid=ChIJtRIeT1u25zsRvBv4AiPmI7E&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12764298806946175932,19.1604186,72.8346114,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNdb8O2ZuS49Ruryag2D2M7pLZZ40z6tlXUaSaN=w92-h92-k-no,1.28E+19,ChIJtRIeT1u25zsRvBv4AiPmI7E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patel Medical,"347 Ghatkoper, Maharashtra 400075",347 Ghatkoper,Maharashtra 400075,"Pharmacy,Medical Center",086898 01311,"086898 01311, +91 86898 01311",YES,2,5,https://search.google.com/local/reviews?placeid=ChIJAbIOAFDH5zsRY7Ub0GU25Ks&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12386084686086780259,19.0765498,72.9168968,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipPH3BkBhqj76AviBSnrmSPTCEB9A__CwpIcz4b-=w164-h92-k-no,1.24E+19,ChIJAbIOAFDH5zsRY7Ub0GU25Ks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Medical,"Nathani Height Belasid Road, Shop Number 41, Jehangir Boman Behram Rd, Opposite Mumbai Central Station, Mumbai Central, Mumbai, Maharashtra 400008",Nathani Height Belasid Road,"Shop Number 41, Jehangir Boman Behram Rd",Medical Center,082917 38472,"082917 38472, +91 82917 38472",NO,3,5,https://search.google.com/local/reviews?placeid=ChIJ5Y6xR2zO5zsRGyung1Lx_20&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7926319205893745435,18.9686967,72.8199093,,,"Sunday:[10 am–10 pm], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm], Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNUfFJq0Pk9B3lGLE6ljWJ8a25nG0OsJIEBcPQe=w80-h178-k-no,7.93E+18,ChIJ5Y6xR2zO5zsRGyung1Lx_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Balaji Medical Stores,"70/D, Uday Building, Shop No. 3 M D S Marg, Chembur East, Mumbai, Maharashtra 400071","70/D, Uday Building","Shop No. 3 M D S Marg, Chembur East",Pharmacy,098923 43994,"098923 43994, +91 98923 43994",NO,65,4.1,https://search.google.com/local/reviews?placeid=ChIJM9niUFbP5zsRJBBfTTChEKU&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11894183844714057764,19.0615068,72.9004231,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOHWcwD7uaaLM2yGv9XWWJe-UiTo_MLj997ORK3=w80-h106-k-no,1.19E+19,ChIJM9niUFbP5zsRJBBfTTChEKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Medical And General Store,"Shop No 3, Amrut Nagar, Bandra East, Mumbai, Maharashtra 400051",Shop No 3,"Amrut Nagar, Bandra East",Pharmacy,079773 18386,"079773 18386, +91 79773 18386",NO,2,5,https://search.google.com/local/reviews?placeid=ChIJjwNOrb7J5zsRbFuLD4O0-Dg&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4105229535342713708,19.0650905,72.8442436,,,,https://lh5.googleusercontent.com/p/AF1QipOetqkeT-4ImGKDv8nQk1Ds-Kl_DiUxHxDxaZz8=w199-h92-k-no,4.11E+18,ChIJjwNOrb7J5zsRbFuLD4O0-Dg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANT MEDICAL STORE,"Princess Building, Mohammed Ali Rd, Noor Baug, Umerkhadi, Mumbai, Maharashtra 400009",Princess Building,Mohammed Ali Rd,"Medical supply store,Convenience store,Pharmacy,Surgical supply store",098200 03577,"098200 03577, +91 98200 03577",YES,71,4.9,https://search.google.com/local/reviews?placeid=ChIJc5sURY_P5zsRCzBxR_e93xA&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1215899294166495243,18.961949,72.8330711,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipO_of2EBOfBJEYmxq4jzOoRI_YA6WKIH6YCz_s=w122-h92-k-no,1.22E+18,ChIJc5sURY_P5zsRCzBxR_e93xA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandra Medical Stores,"139, 60/B, Hill Rd, next to Union Bank of India, Bandra West, Mumbai, Maharashtra 400050",139,"60/B, Hill Rd",Pharmacy,077189 23960,"077189 23960, +91 77189 23960",YES,33,4.2,https://search.google.com/local/reviews?placeid=ChIJM4pX1Q7J5zsRrH4Qvih2Hos&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10024579737932824236,19.0555568,72.8314678,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNIksRN0p6ZAhYgwuY72_CS_MAib8x7HFKDttvo=w122-h92-k-no,1.00E+19,ChIJM4pX1Q7J5zsRrH4Qvih2Hos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Medical,"Shop Number 6, Jani Vila, Nehru Rd, Vile Parle East, Mumbai, Maharashtra 400057","Shop Number 6, Jani Vila",Nehru Rd,Pharmacy,1X6vZtGjE8egseMP0M3OwQw,,YES,19,4.2,https://search.google.com/local/reviews?placeid=ChIJMwI0D7PJ5zsRndo6-iu2ApQ&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10665287167564765853,19.0975664,72.8488325,https://www.justdial.com/Mumbai/Metro-Medical-Opposite-Parle-Plywood-Vile-Parle-East/022PXX22-XX22-140823152802-R1T9_BZDET,justdial.com,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMrD-jKS4GzoA_NgYWMF8HcC55YtE9deb2mB0Wo=w164-h92-k-no,1.07E+19,ChIJMwI0D7PJ5zsRndo6-iu2ApQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY MEDICAL & LIFESTYLE UTILITY STORE,"JJ Hospital Mumbai, Ramchandra Bhatt Marg, opposite gate no 6, Noor Baug, Chinchbunder, Umerkhadi, Mumbai, Maharashtra 400009",JJ Hospital Mumbai,Ramchandra Bhatt Marg,Pharmacy,093726 46179,"093726 46179, +91 93726 46179",YES,12,3.9,https://search.google.com/local/reviews?placeid=ChIJhe3GNjnO5zsRkk3H0x7-re8&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17270739554391248274,18.9618819,72.8343985,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNj2ZzU-Ha2SmCLjxArNBBPr6iLke2PqXTFR2vK=w122-h92-k-no,1.73E+19,ChIJhe3GNjnO5zsRkk3H0x7-re8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habib Medical And General Stores,"Shop No 988 Md Rafi Nagar Part 2, Shivaji Nagar, Mumbai, Maharashtra 400043",Shop No 988 Md Rafi Nagar Part 2,Shivaji Nagar,Pharmacy,1X6vZtGjE8egseMP0M3OwQw,,NO,5,5,https://search.google.com/local/reviews?placeid=ChIJpVjZncnH5zsRHZhFQGG17fQ&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17648961944029599773,19.0704514,72.9211178,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",,1.76E+19,ChIJpVjZncnH5zsRHZhFQGG17fQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Medical & General Store,"Shop No, 3/C, Deonar Rd, opposite Railway Station, Govandi West, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043",Shop No,"3/C, Deonar Rd",Pharmacy,086528 02049,"086528 02049, +91 86528 02049",NO,1,5,https://search.google.com/local/reviews?placeid=ChIJPXhg-BHG5zsRN8wWGL58flk&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6448728872330906679,19.0548155,72.9164475,,,"Sunday:[9 am–11 pm], Monday:[9 am–11 pm], Tuesday:[9 am–11 pm], Wednesday:[9 am–11 pm], Thursday:[9 am–11 pm], Friday:[9 am–11 pm], Saturday:[9 am–11 pm]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Foxf1DZw8L6ALDOYy8Uaew&cb_client=search.gws-prod.gps&w=80&h=92&yaw=203.94781&pitch=0&thumbfov=100,6.45E+18,ChIJPXhg-BHG5zsRN8wWGL58flk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddhi Medical & General Stores,"Shop Number 2, Ambika Nagar Society, Opposite Thakur Industrial Estate, Khalai Village, Vidyavihar West, Ghatkopar West, Mumbai, Maharashtra 400086","Shop Number 2, Ambika Nagar Society, Opposite Thakur Industrial Estate","Khalai Village, Vidyavihar West, Ghatkopar West","Pharmacy,General store",090281 93987,"090281 93987, +91 90281 93987",NO,7,4.9,https://search.google.com/local/reviews?placeid=ChIJ3eAPXYHI5zsREDqNWvlpteU&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16552252525157104144,19.0814903,72.8942489,,,"Sunday:[8 am–11:30 pm], Monday:[Closed], Tuesday:[8 am–11:30 pm], Wednesday:[8 am–11:30 pm], Thursday:[8 am–11:30 pm], Friday:[8 am–11:30 pm], Saturday:[8 am–11:30 pm]",https://lh3.googleusercontent.com/gps-proxy/ALd4DhFbD01_0i5aXjKDxd10yaiWuM5bdW74iz0YQu2RsXyqj1B8pKVUvhKxLpdSvw2bdiBw6aBRcBtu8aUdGniONEbiZMXMoQX3FMu1VMLfbXgL0CE5Wz6PeS1YYAz07Xuk2BF-R5gBjSllCfTqXIqoluMRvRi3VRBSnG91hAThffOrHlod8aunW90kNqWRq1aMME61_EM=w122-h92-k-no,1.66E+19,ChIJ3eAPXYHI5zsREDqNWvlpteU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plaza Medical & General Stores,"Janta, 601, 1/1, Colaba Plot, Jhula Maidan Imambada Road, Squatters Colony Rd, Seetawadi, Jogeshwari East, Mumbai, Maharashtra 400060",Janta,"601, 1/1, Colaba Plot, Jhula Maidan Imambada Road","Drug store,General store,Pharmacy",022 2824 5229,"022 2824 5229, +91 22 2824 5229",NO,9,5,https://search.google.com/local/reviews?placeid=ChIJpUvLj9a35zsRXwPyw0SeqnE&q=mumbai+all+medicals&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8190532890509050719,19.1324801,72.8582626,,,"Sunday:[10 am–1:30 am], Monday:[10 am–1:30 am], Tuesday:[10 am–1:30 am], Wednesday:[10 am–1:30 am], Thursday:[10 am–1:30 am], Friday:[10 am–1:30 am], Saturday:[10 pm–1:30 am]",,8.19E+18,ChIJpUvLj9a35zsRXwPyw0SeqnE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
